 [2016-07-06 20:30:42,768]   Adding job tentatively -- it will be properly scheduled when the scheduler starts
 [2016-07-06 20:31:27,007]   Running job "tick (trigger: cron[hour='*', second='*/1'], next run at: 2016-07-06 20:31:28 CST)" (scheduled at 2016-07-06 20:31:27+08:00)
 [2016-07-06 20:31:27,007]   Tick! The time is : 2016-07-06 20:31:27.007576
 [2016-07-06 20:31:27,007]   Job "tick (trigger: cron[hour='*', second='*/1'], next run at: 2016-07-06 20:31:28 CST)" executed successfully
 [2016-07-06 20:31:28,001]   Looking for jobs to run
 [2016-07-06 20:31:28,002]   Next wakeup is due at 2016-07-06 20:31:29+08:00 (in 0.998558 seconds)
 [2016-07-06 20:31:28,002]   Running job "tick (trigger: cron[hour='*', second='*/1'], next run at: 2016-07-06 20:31:29 CST)" (scheduled at 2016-07-06 20:31:28+08:00)
 [2016-07-06 20:31:28,002]   Tick! The time is : 2016-07-06 20:31:28.002633
 [2016-07-06 20:31:28,002]   Job "tick (trigger: cron[hour='*', second='*/1'], next run at: 2016-07-06 20:31:29 CST)" executed successfully
 [2016-07-06 20:31:29,004]   Looking for jobs to run
 [2016-07-06 20:31:29,005]   Next wakeup is due at 2016-07-06 20:31:30+08:00 (in 0.995263 seconds)
 [2016-07-06 20:31:29,005]   Running job "tick (trigger: cron[hour='*', second='*/1'], next run at: 2016-07-06 20:31:30 CST)" (scheduled at 2016-07-06 20:31:29+08:00)
